14652
3968,-3360,14736
4236,-3088,14992
4208,-2812,15012
4224,-2744,14604
4040,-3168,14476
4296,-3156,14980
4160,-2760,15104
4068,-2900,14800
4072,-3332,14680
4160,-3296,14884
4128,-2932,15104
4004,-2944,14612
4156,-3256,14636
4208,-3212,14964
4232,-2940,15104
4140,-2644,14860
4040,-3228,14600
4232,-3304,14936
4276,-2768,15064
4152,-2820,14864
4152,-3144,14616
4172,-3300,14832
4292,-2936,15032
4152,-2716,14848
4076,-3140,14616
4060,-3368,14704
4316,-2948,15060
4164,-2760,14784
4116,-3000,14540
4164,-3364,14820
4192,-3028,15080
4208,-2676,15000
4052,-3088,14692
4008,-3312,14788
4180,-2996,15148
4292,-2660,14912
4096,-2888,14684
4172,-3324,14712
4136,-3084,15080
4216,-2828,15168
4244,-2976,14720
4100,-3276,14532
4176,-3184,15036
4164,-2788,14904
4172,-2956,14660
4136,-3260,14504
4204,-3060,14992
4228,-2728,15076
4136,-2780,14676
4120,-3272,14652
4160,-3120,14928
4156,-2784,15000
4104,-2828,14748
4096,-3192,14512
4156,-3268,14972
4252,-2764,15080
4184,-2924,14720
3948,-3252,14620
4040,-3240,14924
4148,-2868,15152
4072,-2700,14884
4160,-3288,14656
4184,-3288,14940
4208,-2884,15064
4144,-2684,14968
4120,-3168,14544
4216,-3300,14908
4340,-2896,15004
4216,-2756,14736
4140,-2968,14612
4052,-3296,14896
4224,-2944,14892
4220,-2720,14944
4216,-3152,14568
4048,-3276,14620
4232,-3064,14932
4272,-2744,14996
4120,-3088,14588
4176,-3336,14728
4240,-3020,15128
4196,-2812,14968
4080,-3008,14656
4152,-3400,14788
4172,-2996,15008
4240,-2676,14996
4056,-3032,14632
4112,-3228,14592
4172,-3144,14932
4176,-2752,15092
4148,-3012,14620
4156,-3364,14656
4196,-3136,14996
4264,-2824,15068
4120,-2880,14668
4204,-3252,14512
4208,-3176,15040
4132,-2720,15056
4124,-2812,14776
4120,-3192,14616
4172,-3288,14932
4308,-2804,15032
4240,-2832,14636
4144,-3072,14536
4176,-3284,14808
4180,-2972,15172
4192,-2828,14632
4140,-3268,14644
4236,-3212,15068
4188,-2948,15140
4164,-2724,14848
4144,-3136,14604
4264,-3268,14968
4164,-2760,15128
4280,-2672,14908
4160,-3028,14652
4232,-3256,14836
